Protein,BINCODE,NAME,mean
eucgr.h03100.1.p,"_17.5.1_, _21.2_","'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione'",1.72069102329824e-12
eucgr.h03105.1.p,"_16.5.1.1.1.13_, _17.5.1_, _21.2_","'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase', 'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione'",1.8840348557375e-12
eucgr.h03118.1.p,"_16.5.1.1.1.13_, _17.5.1_, _21.2_","'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase', 'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione'",7.24270045769467e-12
eucgr.h03140.1.p,_29.2.4_,'protein.synthesis.elongation',2.26819184796673e-11
eucgr.h03154.1.p,_29.5_,'protein.degradation',1.67822691630355e-12
eucgr.h03220.1.p,_13.1.5.1.1_,'amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase',5.79884651576986e-12
eucgr.h03269.3.p,_33.99_,'development.unspecified',6.66134498991258e-12
eucgr.h03271.1.p,_29.2.3_,'protein.synthesis.initiation',5.58556806843505e-12
eucgr.h03277.2.p,_31.1_,'cell.organisation',3.49059286397907e-12
eucgr.h03281.2.p,_29.3.1_,'protein.targeting.nucleus',5.672256745481e-12
eucgr.h03285.1.p,_34.30_,'transport.H+ transporting pyrophosphatase',2.21368540425144e-12
eucgr.h03302.1.p,_35.1_,'not assigned.no ontology',1.29212529130443e-11
eucgr.h03305.1.p,_35.2_,'not assigned.unknown',9.70322117041958e-13
eucgr.h03311.1.p,_35.2_,'not assigned.unknown',1.66427444312786e-10
eucgr.h03312.1.p,_3.1.1.1_,'minor CHO metabolism.raffinose family.galactinol synthases.known',1.16787070165669e-12
eucgr.h03316.3.p,_3.5_,'minor CHO metabolism.others',4.23495138536153e-11
eucgr.h03340.1.p,"_17.7.1.10_, _17.8.1_, _17.8.1.1.7_","'hormone metabolism.jasmonate.synthesis-degradation.jasmonate-O-methyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.methyl-SA methylesterase'",2.91441853559628e-13
eucgr.h03385.1.p,_8.1.1.1_,'TCA / org transformation.TCA.pyruvate DH.E1',1.6978532643535e-12
eucgr.h03408.1.p,_14.1_,'S-assimilation.ATPS',2.17829483377208e-12
eucgr.h03423.1.p,_29.2.1.2.1.53_,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3A',1.89716216748429e-11
eucgr.h03427.1.p,_13.1.3.4.12_,'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase',7.44636352795203e-13
eucgr.h03458.1.p,_24.2_,'Biodegradation of Xenobiotics.lactoylglutathione lyase',1.86492305720474e-12
eucgr.h03460.1.p,_24.2_,'Biodegradation of Xenobiotics.lactoylglutathione lyase',2.0707050040678e-12
eucgr.h03463.1.p,_29.6_,'protein.folding',3.89595327491808e-12
eucgr.h03464.1.p,_13.1.5.3.1_,'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL',2.22284990599137e-11
eucgr.h03474.1.p,_11.1.12_,'lipid metabolism.FA synthesis and FA elongation.ACP protein',1.72498246308715e-11
eucgr.h03521.1.p,_26.7_,"'misc.oxidases - copper, flavone etc'",3.22399102877724e-12
eucgr.h03527.1.p,_26.7_,"'misc.oxidases - copper, flavone etc'",7.53350320658478e-13
eucgr.h03606.2.p,_26.1_,'misc.misc2',2.7012535324009e-12
eucgr.h03607.1.p,_26.1_,'misc.misc2',1.64950579421009e-11
eucgr.h03609.2.p,_26.1_,'misc.misc2',7.96543148404472e-12
eucgr.h03611.1.p,_26.1_,'misc.misc2',2.82302172403791e-12
eucgr.h03642.1.p,_6.5_,'gluconeogenesis / glyoxylate cycle.pyruvate dikinase',1.49261155223908e-11
eucgr.h03646.1.p,_35.2_,'not assigned.unknown',2.53749288489782e-12
eucgr.h03771.1.p,_19.13_,'tetrapyrrole synthesis.divinyl chlorophyllide-a 8-vinyl-reductase',2.48434868467081e-13
eucgr.h03914.1.p,"_16.8.2_, _16.8.2.1_","'secondary metabolism.flavonoids.chalcones', 'secondary metabolism.flavonoids.chalcones.naringenin-chalcone synthase'",1.47010868529887e-12
eucgr.h03916.1.p,_29.1.5_,'protein.aa activation.isoleucine-tRNA ligase',7.40338042352539e-13
eucgr.h03928.1.p,_33.99_,'development.unspecified',1.05442603377152e-11
eucgr.h03938.1.p,_29.2.3_,'protein.synthesis.initiation',3.82573061158744e-12
eucgr.h03939.3.p,_29.2.1.2.2.22_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L22',5.0181155868173e-12
eucgr.h03948.2.p,_11.9.4.9_,'lipid metabolism.lipid degradation.beta-oxidation.multifunctional',7.28534494728166e-12
eucgr.h03958.1.p,_26.1_,'misc.misc2',3.22310074197775e-12
eucgr.h03978.1.p,_35.2_,'not assigned.unknown',4.13667162114074e-12
eucgr.h03981.1.p,_35.2_,'not assigned.unknown',3.22174389715177e-11
eucgr.h03983.1.p,_35.2_,'not assigned.unknown',4.40251687942107e-11
eucgr.h03993.1.p,_35.2_,'not assigned.unknown',2.41383860666952e-12
eucgr.h04001.1.p,_35.2_,'not assigned.unknown',2.8842482400212e-11
eucgr.h04013.2.p,_35.2_,'not assigned.unknown',1.24779164357157e-11
eucgr.h04017.1.p,_35.2_,'not assigned.unknown',1.01497677934616e-12
eucgr.h04033.2.p,_10.6.2_,'cell wall.degradation.mannan-xylose-arabinose-fucose',1.64366925593102e-12
eucgr.h04045.2.p,_8.2.11_,'TCA / org transformation.other organic acid transformatons.atp-citrate lyase',6.63780019845459e-12
eucgr.h04065.1.p,_3.8.1_,'minor CHO metabolism.galactose.galactokinases',1.66214633312048e-11
eucgr.h04080.1.p,_26.3_,"'misc.gluco-, galacto- and mannosidases'",7.04277271819502e-12
eucgr.h04084.2.p,_29.2.1.1.3.1.1_,'protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S1',1.74860168712547e-11
eucgr.h04086.1.p,_8.1.1.3_,'TCA / org transformation.TCA.pyruvate DH.E3',8.94109136399286e-11
eucgr.h04112.1.p,"_13.1.3.4_, _13.1.3.4.11_, _15.2_","'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage'",2.69232188165904e-11
eucgr.h04128.1.p,_35.1_,'not assigned.no ontology',5.36205400432204e-13
eucgr.h04142.1.p,_35.2_,'not assigned.unknown',1.32986493860375e-12
eucgr.h04210.4.p,_35.2_,'not assigned.unknown',3.53038587713234e-12
eucgr.h04236.5.p,_13.2.5.2_,'amino acid metabolism.degradation.serine-glycine-cysteine group.glycine',4.31249045130129e-13
eucgr.h04253.1.p,_35.2_,'not assigned.unknown',7.61487278671921e-12
eucgr.h04314.1.p,_27.4_,'RNA.RNA binding',7.00500219467425e-12
eucgr.h04339.1.p,_21.2.1.1_,'redox.ascorbate and glutathione.ascorbate.GME',1.06566057080121e-12
eucgr.h04374.2.p,_17.2.3_,'hormone metabolism.auxin.induced-regulated-responsive-activated',3.71345465923408e-12
eucgr.h04377.1.p,_29.5_,'protein.degradation',4.77352477804379e-13
eucgr.h04380.1.p,"_1.3.10_, _7.2.4_","'PS.calvin cycle.Rib5P Isomerase', 'OPP.non-reductive PP.ribose 5-phosphate isomerase'",3.0950190429853e-11
eucgr.h04386.1.p,_35.2_,'not assigned.unknown',8.577673976715e-13
eucgr.h04387.1.p,_29.2.1.2.1.24_,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S24',6.22467370268157e-12
eucgr.h04391.1.p,_13.1.5.3.1_,'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL',1.65016411532475e-12
eucgr.h04394.1.p,_13.1.5.3.1_,'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL',3.98021847909015e-12
eucgr.h04410.1.p,_11.7_,'lipid metabolism.unassigned',1.50741333285999e-12
eucgr.h04426.3.p,_21.6_,'redox.dismutases and catalases',4.24137778471389e-11
eucgr.h04427.1.p,_13.1.6.1.10_,'amino acid metabolism.synthesis.aromatic aa.chorismate.dehydroquinate/shikimate dehydrogenase',5.8014476227364e-12
eucgr.h04428.2.p,_13.1.6.1.10_,'amino acid metabolism.synthesis.aromatic aa.chorismate.dehydroquinate/shikimate dehydrogenase',1.66640550136149e-12
eucgr.h04433.2.p,_28.1.3.2.1_,'DNA.synthesis/chromatin structure.histone.core.H2A',1.11085032472606e-10
eucgr.h04452.1.p,_21.2.2_,'redox.ascorbate and glutathione.glutathione',1.67567541414092e-12
eucgr.h04456.1.p,_35.1_,'not assigned.no ontology',6.29598722501193e-11
eucgr.h04476.1.p,_27.3.16_,"'RNA.regulation of transcription.CCAAT box binding factor family, HAP5'",2.63869088641732e-12
eucgr.h04482.1.p,_29.1.11_,'protein.aa activation.serine-tRNA ligase',7.25260595518169e-12
eucgr.h04490.3.p,_26.3_,"'misc.gluco-, galacto- and mannosidases'",2.6621745337236e-12
eucgr.h04494.1.p,_29.5_,'protein.degradation',1.8651857271007e-12
eucgr.h04495.1.p,_17.7.1.2_,'hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase',5.00705358334239e-12
eucgr.h04500.1.p,_17.7.1.2_,'hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase',5.37093003379367e-12
eucgr.h04516.4.p,_29.2.1.2.1.21_,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S21',1.33822434450783e-12
eucgr.h04533.2.p,_29.5.5_,'protein.degradation.serine protease',4.33722985546225e-12
eucgr.h04536.1.p,_33.99_,'development.unspecified',3.42433781506608e-11
eucgr.h04551.1.p,_29.2.1.2.2.18_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L18',1.14835072861261e-11
eucgr.h04584.1.p,_11.9.4.14_,'lipid metabolism.lipid degradation.beta-oxidation.enoyl isomerase',2.21862151975308e-12
eucgr.h04606.1.p,_31.3.1_,'cell.cycle.peptidylprolyl isomerase',2.58012975167597e-11
eucgr.h04624.1.p,_29.3.1_,'protein.targeting.nucleus',1.65360341700002e-12
eucgr.h04629.1.p,_29.3.1_,'protein.targeting.nucleus',1.6337631195005e-12
eucgr.h04640.3.p,_35.1_,'not assigned.no ontology',3.31189089091766e-12
eucgr.h04645.1.p,_29.2.1.2.2.17_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L17',1.94846479435449e-12
eucgr.h04647.1.p,_29.2.1.2.2.17_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L17',8.64978187908233e-13
eucgr.h04648.1.p,_16.2.1.6_,'secondary metabolism.phenylpropanoids.lignin biosynthesis.CCoAOMT',5.31711342443406e-12
eucgr.h04655.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',6.55307500603997e-12
eucgr.h04659.1.p,_9.1.2_,'mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear',5.93567504151385e-12
eucgr.h04662.1.p,_17.7.1.2_,'hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase',4.76844361074854e-12
eucgr.h04666.1.p,_11.1.4_,'lipid metabolism.FA synthesis and FA elongation.ACP oxoacyl reductase',2.59320178031845e-12
eucgr.h04673.1.p,_4.1.8_,'glycolysis.cytosolic branch.glyceraldehyde 3-phosphate dehydrogenase (GAP-DH)',1.80175581728821e-11
eucgr.h04687.1.p,_35.1_,'not assigned.no ontology',3.77009547473326e-13
eucgr.h04690.1.p,_29.5_,'protein.degradation',5.63398987762084e-12
eucgr.h04692.1.p,_20.2.1_,'stress.abiotic.heat',3.5743687895857e-12
eucgr.h04695.1.p,_29.5.11.4.2_,'protein.degradation.ubiquitin.E3.RING',1.36093543628767e-12
eucgr.h04698.1.p,_31.1_,'cell.organisation',7.52483445878797e-13
eucgr.h04731.1.p,_35.2_,'not assigned.unknown',1.97635151747572e-12
eucgr.h04748.1.p,_13.1.6.1.1_,'amino acid metabolism.synthesis.aromatic aa.chorismate.3-deoxy-D-arabino-heptulosonate 7-phosphate synthase',4.08501486604648e-13
eucgr.h04753.1.p,_35.1_,'not assigned.no ontology',1.61940106055619e-11
eucgr.h04759.1.p,"_17.4.1_, _26.2_","'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'",1.21510567981375e-12
eucgr.h04760.1.p,"_17.4.1_, _26.2_","'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'",1.97306099386926e-12
eucgr.h04762.1.p,"_17.4.1_, _26.2_","'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'",7.6756717410813e-13
eucgr.h04776.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',5.19984959578815e-12
eucgr.h04781.1.p,_30.5_,'signalling.G-proteins',6.99294338541076e-12
eucgr.h04784.1.p,_29.1.14_,'protein.aa activation.glycine-tRNA ligase',2.30470234766841e-12
eucgr.h04815.1.p,_3.4.3_,'minor CHO metabolism.myo-inositol.InsP Synthases',5.75286788223362e-12
eucgr.h04822.1.p,"_20.2.5_, _29.5.11.4.6_","'stress.abiotic.light', 'protein.degradation.ubiquitin.E3.DCX'",9.84172697480017e-13
eucgr.h04825.1.p,_13.1.1.3.11_,'amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase',1.49186112234758e-12
eucgr.h04831.1.p,_20.2_,'stress.abiotic',1.38585361499839e-12
eucgr.h04880.1.p,_35.2_,'not assigned.unknown',1.33766114721377e-11
eucgr.h04887.1.p,_34.9_,'transport.metabolite transporters at the mitochondrial membrane',1.6926139410274e-12
eucgr.h04904.1.p,_35.2_,'not assigned.unknown',1.66362663888819e-12
eucgr.h04996.1.p,_18.4.5_,'Co-factor and vitamine metabolism.pantothenate.pantothenate kinase (PANK)',1.56834875428321e-12
eucgr.h05005.2.p,_29.1.17_,'protein.aa activation.glutamate-tRNA ligase',2.24043041987484e-12
eucgr.h05035.2.p,_17.2.3_,'hormone metabolism.auxin.induced-regulated-responsive-activated',3.33837218606616e-12
eucgr.h05051.2.p,,,4.12418505236626e-13
eucgr.h05065.1.p,_34.5_,'transport.ammonium',1.19184595606087e-11
eucgr.h05076.1.p,_35.1_,'not assigned.no ontology',9.95813275269249e-12
eucgr.h05078.1.p,_9.2.1.3_,'mitochondrial electron transport / ATP synthesis.NADH-DH.type II.mitochondrial',8.73561057632685e-12
eucgr.h05081.2.p,_5.10_,'fermentation.aldehyde dehydrogenase',5.92397210105063e-12
eucgr.h05117.1.p,_20.2.5_,'stress.abiotic.light',6.53616725519383e-12
eucgr.h05139.1.p,"_27.3.71_, _31.4_","'RNA.regulation of transcription.SNF7', 'cell.vesicle transport'",8.93373506816716e-13
eucgr.i00009.2.p,_35.1_,'not assigned.no ontology',3.18132804021879e-12
eucgr.i00053.1.p,_27.2_,'RNA.transcription',8.05183319417779e-13
eucgr.i00055.1.p,_8.2.11_,'TCA / org transformation.other organic acid transformatons.atp-citrate lyase',2.81982658929844e-12
eucgr.i00195.2.p,_23.2_,'nucleotide metabolism.degradation',1.39827883677118e-12
eucgr.i00200.2.p,_1.1.2.2_,'PS.lightreaction.photosystem I.PSI polypeptide subunits',2.682833166152e-10
eucgr.i00205.1.p,_1.1.6_,'PS.lightreaction.NADH DH',3.72408691558138e-12
eucgr.i00206.1.p,_23.1.2.4_,'nucleotide metabolism.synthesis.purine.FGAR amidotransferase',3.85193643978008e-12
eucgr.i00215.1.p,_29.3.3_,'protein.targeting.chloroplast',2.48219666250602e-12
eucgr.i00224.1.p,_5.3_,'fermentation.ADH',5.5237543641051e-12
eucgr.i00240.1.p,_31.1.1.1.1_,'cell.organisation.cytoskeleton.actin.Actin',4.50956669903349e-12
eucgr.i00241.1.p,_31.1.1.1.1_,'cell.organisation.cytoskeleton.actin.Actin',9.23710805130846e-11
eucgr.i00242.1.p,_23.1.1.1_,'nucleotide metabolism.synthesis.pyrimidine.carbamoyl phosphate synthetase',2.76901664152605e-12
eucgr.i00245.1.p,_27.3_,'RNA.regulation of transcription',3.0700323779634e-12
eucgr.i00301.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',4.58022582208373e-12
eucgr.i00323.1.p,_35.2_,'not assigned.unknown',6.2495825553886e-12
eucgr.i00375.2.p,_27.3.67_,'RNA.regulation of transcription.putative transcription regulator',2.72103629437425e-12
eucgr.i00377.1.p,_35.2_,'not assigned.unknown',2.28263741385833e-12
eucgr.i00395.3.p,_13.1.1.2.1_,'amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase',4.68162935738487e-12
eucgr.i00417.1.p,_35.2_,'not assigned.unknown',1.19210251395222e-12
eucgr.i00424.1.p,_35.1_,'not assigned.no ontology',9.98193658806714e-12
eucgr.i00431.1.p,_13.1.3.1.1_,'amino acid metabolism.synthesis.aspartate family.asparagine.asparagine synthetase',2.22773198783681e-12
eucgr.i00440.3.p,_29.5.11.5_,'protein.degradation.ubiquitin.ubiquitin protease',7.4117370924707e-13
eucgr.i00441.1.p,_29.2.1.1.1.2.29_,'protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L29',3.71408464880435e-12
eucgr.i00535.2.p,_28.1.3.2.3_,'DNA.synthesis/chromatin structure.histone.core.H3',5.61890770447988e-11
eucgr.i00545.1.p,_31.1_,'cell.organisation',2.83537307687155e-12
eucgr.i00553.1.p,"_9.8_, _34.9_","'mitochondrial electron transport / ATP synthesis.uncoupling protein', 'transport.metabolite transporters at the mitochondrial membrane'",3.21016464840355e-13
eucgr.i00554.4.p,_29.5_,'protein.degradation',5.16513131801356e-12
eucgr.i00570.1.p,_16.2.1.10_,'secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD',4.57880208132934e-12
eucgr.i00580.1.p,"_1.2.5_, _25.1_","'PS.photorespiration.serine hydroxymethyltransferase', 'C1-metabolism.glycine hydroxymethyltransferase'",2.04096268694412e-10
eucgr.i00594.1.p,_29.5_,'protein.degradation',8.21839156272512e-12
eucgr.i00649.1.p,_9.7_,'mitochondrial electron transport / ATP synthesis.cytochrome c oxidase',4.2835988997406e-12
eucgr.i00651.1.p,_13.1.5.3_,'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine',4.10478520239032e-12
eucgr.i00662.1.p,_29.6_,'protein.folding',5.41362389596269e-12
eucgr.i00664.2.p,"_13.1.4.1.4_, _16.5.1.1.1.1_, _18.4.1_","'amino acid metabolism.synthesis.branched chain group.common.branched-chain amino acid aminotransferase', 'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.branched-chain amino acid aminotransferase  (BCAT/MAAT)', 'Co-factor and vitamine metabolism.pantothenate.branched-chain amino acid aminotransferase'",1.80226264723879e-12
eucgr.i00692.2.p,_28.1_,'DNA.synthesis/chromatin structure',1.74519292771285e-12
eucgr.i00697.1.p,_9.1.2_,'mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear',3.46290294352619e-12
eucgr.i00699.1.p,_29.3.4.99_,'protein.targeting.secretory pathway.unspecified',2.15381226961269e-12
eucgr.i00708.1.p,_29.2.1.2.2.26_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L26',2.87466653467058e-12
eucgr.i00711.1.p,_34.20_,'transport.porins',8.4876172995637e-12
eucgr.i00719.1.p,_29.3.4.2_,'protein.targeting.secretory pathway.golgi',7.85119448520519e-13
eucgr.i00724.1.p,_9.1.2_,'mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear',2.21703514241445e-12
eucgr.i00747.1.p,_26.10_,'misc.cytochrome P450',1.24375143234746e-12
eucgr.i00787.1.p,_26.7_,"'misc.oxidases - copper, flavone etc'",6.75320662261464e-13
eucgr.i00844.1.p,_29.5.3_,'protein.degradation.cysteine protease',9.35526482134986e-13
eucgr.i00879.1.p,_29.5.3_,'protein.degradation.cysteine protease',2.35470636285601e-12
eucgr.i00883.1.p,_30.2.99_,'signalling.receptor kinases.misc',1.30183059329246e-11
eucgr.i00922.1.p,_17.1.1.1.1_,'hormone metabolism.abscisic acid.synthesis-degradation.synthesis.zeaxanthin epoxidase',4.05318358248113e-12
eucgr.i00930.1.p,_20.1_,'stress.biotic',1.04122096384873e-12
eucgr.i01025.1.p,_1.1.1.2_,'PS.lightreaction.photosystem II.PSII polypeptide subunits',1.25700704075046e-09
eucgr.i01025.2.p,_1.1.1.2_,'PS.lightreaction.photosystem II.PSII polypeptide subunits',3.1273543927025e-12
eucgr.i01027.1.p,_29.3.3_,'protein.targeting.chloroplast',5.67312186534718e-12
eucgr.i01035.1.p,_29.5.5_,'protein.degradation.serine protease',4.92979080433169e-12
eucgr.i01037.1.p,_29.5.5_,'protein.degradation.serine protease',1.19019282159499e-11
eucgr.i01039.3.p,_29.5.5_,'protein.degradation.serine protease',4.63480063677073e-12
eucgr.i01040.1.p,_29.5.5_,'protein.degradation.serine protease',9.34624146914059e-13
eucgr.i01041.1.p,_29.5.5_,'protein.degradation.serine protease',3.93815226224485e-12
eucgr.i01073.1.p,_29.5.5_,'protein.degradation.serine protease',1.04645788015491e-11
eucgr.i01092.2.p,_35.2_,'not assigned.unknown',1.7641007329421e-12
eucgr.i01098.1.p,_13.99_,'amino acid metabolism.misc',6.84815693378922e-12
eucgr.i01100.1.p,_13.99_,'amino acid metabolism.misc',3.05907909363828e-12
eucgr.i01103.1.p,_26.2_,'misc.UDP glucosyl and glucoronyl transferases',3.01829588154055e-12
eucgr.i01128.1.p,"_17.5.1_, _17.7.1_","'hormone metabolism.ethylene.synthesis-degradation', 'hormone metabolism.jasmonate.synthesis-degradation'",6.18085512424878e-12
eucgr.i01129.1.p,_27.1_,'RNA.processing',8.97969502411737e-12
eucgr.i01132.1.p,_35.2_,'not assigned.unknown',1.7844643562473e-12
eucgr.i01133.2.p,_29.2.1.2.1.16_,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S16',3.44958680963291e-11
eucgr.i01139.2.p,_15.1_,'metal handling.acquisition',2.97549172064397e-12
eucgr.i01143.2.p,_15.1_,'metal handling.acquisition',2.83822013703417e-13
eucgr.i01144.2.p,_15.1_,'metal handling.acquisition',3.65707072889666e-12
eucgr.i01155.1.p,_35.2_,'not assigned.unknown',1.87281287499922e-12
eucgr.i01161.1.p,"_11.9.3.2_, _11.9.4.5_, _24_","'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics'",4.08028489940269e-12
eucgr.i01163.1.p,"_11.9.4.5_, _24_","'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics'",7.38845559018616e-12
